Time(ms),PCElapsed(ms),ADC,Voltage(V)
1417211,3516.000,640,0.688
1417216,3516.000,640,0.688
1417221,3516.000,640,0.688
1417226,3516.000,639,0.687
1417231,3531.000,640,0.688
1417236,3531.000,640,0.688
1417241,3531.000,640,0.688
1417246,3547.000,640,0.688
1417251,3547.000,639,0.687
1417256,3547.000,640,0.688
1417261,3563.000,640,0.688
1417266,3563.000,640,0.688
1417271,3563.000,640,0.688
1417276,3578.000,640,0.688
1417281,3594.000,640,0.688
1417286,3625.000,640,0.688
1417291,3625.000,640,0.688
1417296,3625.000,640,0.688
1417302,3625.000,639,0.687
1417307,3625.000,640,0.688
1417312,3625.000,640,0.688
1417317,3625.000,640,0.688
1417322,3625.000,640,0.688
1417327,3625.000,640,0.688
1417332,3625.000,640,0.688
1417337,3641.000,640,0.688
1417342,3641.000,640,0.688
1417347,3641.000,640,0.688
1417352,3641.000,640,0.688
1417357,3656.000,640,0.688
1417362,3656.000,640,0.688
1417367,3672.000,640,0.688
1417372,3672.000,640,0.688
1417377,3672.000,640,0.688
1417382,3672.000,640,0.688
1417387,3688.000,640,0.688
1417392,3688.000,640,0.688
1417397,3688.000,640,0.688
1417402,3735.000,640,0.688
1417407,3735.000,640,0.688
1417412,3735.000,640,0.688
1417417,3735.000,641,0.689
1417422,3735.000,640,0.688
1417427,3735.000,640,0.688
1417432,3735.000,641,0.689
1417437,3735.000,640,0.688
1417442,3735.000,640,0.688
1417447,3750.000,640,0.688
1417452,3750.000,640,0.688
1417457,3750.000,640,0.688
1417462,3766.000,640,0.688
1417467,3766.000,641,0.689
1417472,3766.000,640,0.688
1417477,3781.000,640,0.688
1417482,3781.000,640,0.688
1417487,3781.000,640,0.688
1417492,3781.000,641,0.689
1417497,3797.000,640,0.688
1417502,3797.000,640,0.688
1417507,3797.000,640,0.688
1417512,3813.000,640,0.688
1417517,3813.000,641,0.689
1417522,3860.000,640,0.688
1417527,3860.000,641,0.689
1417532,3860.000,641,0.689
1417537,3860.000,641,0.689
1417542,3860.000,641,0.689
1417547,3860.000,641,0.689
1417552,3860.000,640,0.688
1417558,3860.000,641,0.689
1417563,3860.000,640,0.688
1417568,3860.000,641,0.689
1417573,3875.000,641,0.689
1417578,3875.000,640,0.688
1417583,3875.000,640,0.688
1417588,3891.000,641,0.689
1417593,3891.000,640,0.688
1417598,3891.000,641,0.689
1417603,3906.000,640,0.688
1417608,3906.000,641,0.689
1417613,3906.000,641,0.689
1417618,3922.000,640,0.688
1417623,3922.000,641,0.689
1417628,3922.000,641,0.689
1417633,3938.000,641,0.689
1417638,3938.000,641,0.689
1417643,3969.000,642,0.690
1417648,3969.000,641,0.689
1417653,3969.000,641,0.689
1417658,3969.000,641,0.689
1417663,3969.000,640,0.688
1417668,3969.000,641,0.689
1417673,3985.000,641,0.689
1417678,3985.000,641,0.689
1417683,3985.000,641,0.689
1417688,3985.000,642,0.690
1417693,3985.000,641,0.689
1417698,4000.000,641,0.689
1417703,4000.000,641,0.689
1417708,4000.000,641,0.689
1417713,4016.000,641,0.689
1417718,4016.000,641,0.689
1417723,4016.000,642,0.690
1417728,4031.000,641,0.689
1417733,4031.000,641,0.689
1417738,4031.000,642,0.690
1417743,4047.000,642,0.690
1417748,4047.000,642,0.690
1417753,4047.000,642,0.690
1417758,4063.000,642,0.690
1417763,4063.000,642,0.690
1417768,4063.000,642,0.690
1417773,4063.000,642,0.690
1417778,4078.000,642,0.690
1417783,4094.000,642,0.690
1417788,4125.000,642,0.690
1417793,4125.000,642,0.690
1417798,4125.000,642,0.690
1417803,4125.000,642,0.690
1417808,4125.000,642,0.690
1417814,4125.000,642,0.690
1417819,4125.000,642,0.690
1417824,4125.000,642,0.690
1417829,4125.000,642,0.690
1417834,4125.000,642,0.690
1417839,4141.000,642,0.690
1417844,4141.000,643,0.691
1417849,4141.000,643,0.691
1417854,4156.000,642,0.690
1417859,4156.000,642,0.690
1417864,4156.000,642,0.690
1417869,4172.000,643,0.691
1417874,4172.000,643,0.691
1417879,4172.000,642,0.690
1417884,4188.000,642,0.690
1417889,4188.000,643,0.691
1417894,4188.000,643,0.691
1417899,4219.000,642,0.690
1417904,4235.000,642,0.690
1417909,4235.000,642,0.690
1417914,4235.000,642,0.690
1417919,4235.000,642,0.690
1417924,4235.000,643,0.691
1417929,4235.000,643,0.691
1417934,4235.000,643,0.691
1417939,4235.000,643,0.691
1417944,4235.000,643,0.691
1417949,4250.000,643,0.691
1417954,4250.000,643,0.691
1417959,4250.000,643,0.691
1417964,4266.000,643,0.691
1417969,4266.000,643,0.691
1417974,4266.000,643,0.691
1417979,4281.000,642,0.690
1417984,4281.000,642,0.690
1417989,4281.000,643,0.691
1417994,4297.000,643,0.691
1417999,4297.000,642,0.690
1418004,4297.000,643,0.691
1418009,4313.000,643,0.691
1418014,4313.000,643,0.691
1418019,4328.000,643,0.691
1418024,4360.000,642,0.690
1418029,4360.000,643,0.691
1418034,4360.000,643,0.691
1418039,4360.000,643,0.691
1418044,4360.000,643,0.691
1418049,4360.000,643,0.691
1418054,4360.000,643,0.691
1418059,4360.000,642,0.690
1418064,4360.000,643,0.691
1418070,4360.000,643,0.691
1418075,4375.000,642,0.690
1418080,4375.000,643,0.691
1418085,4375.000,643,0.691
1418090,4391.000,643,0.691
1418095,4391.000,643,0.691
1418100,4391.000,643,0.691
1418105,4406.000,643,0.691
1418110,4406.000,643,0.691
1418115,4406.000,643,0.691
1418120,4422.000,643,0.691
1418125,4422.000,643,0.691
1418130,4422.000,643,0.691
1418135,4438.000,643,0.691
1418140,4438.000,643,0.691
1418145,4438.000,644,0.692
1418150,4453.000,643,0.691
1418155,4469.000,643,0.691
1418160,4500.000,644,0.692
1418165,4500.000,643,0.691
1418170,4500.000,643,0.691
1418175,4500.000,643,0.691
1418180,4500.000,643,0.691
1418185,4500.000,643,0.691
1418190,4500.000,643,0.691
1418195,4500.000,643,0.691
1418200,4500.000,644,0.692
1418205,4500.000,643,0.691
1418210,4500.000,643,0.691
1418215,4516.000,644,0.692
1418220,4516.000,643,0.691
1418225,4516.000,644,0.692
1418230,4531.000,643,0.691
1418235,4531.000,645,0.694
1418240,4531.000,644,0.692
1418245,4547.000,645,0.694
