Time(ms),PCElapsed(ms),ADC,Voltage(V)
7790552,4172.000,678,0.729
7790557,4188.000,678,0.729
7790562,4188.000,679,0.730
7790567,4188.000,679,0.730
7790572,4235.000,679,0.730
7790577,4235.000,679,0.730
7790582,4235.000,679,0.730
7790587,4235.000,680,0.731
7790592,4235.000,679,0.730
7790597,4235.000,679,0.730
7790602,4235.000,679,0.730
7790607,4235.000,679,0.730
7790612,4235.000,679,0.730
7790617,4250.000,679,0.730
7790622,4250.000,679,0.730
7790627,4250.000,679,0.730
7790632,4266.000,679,0.730
7790637,4266.000,679,0.730
7790642,4266.000,679,0.730
7790647,4266.000,679,0.730
7790652,4282.000,679,0.730
7790657,4282.000,679,0.730
7790662,4282.000,679,0.730
7790667,4297.000,680,0.731
7790672,4297.000,680,0.731
7790678,4297.000,680,0.731
7790683,4313.000,680,0.731
7790688,4313.000,680,0.731
7790693,4313.000,680,0.731
7790698,4328.000,680,0.731
7790703,4328.000,680,0.731
7790708,4328.000,680,0.731
7790713,4375.000,680,0.731
7790718,4375.000,680,0.731
7790723,4375.000,680,0.731
7790728,4375.000,679,0.730
7790733,4375.000,680,0.731
7790738,4375.000,680,0.731
7790743,4375.000,679,0.730
7790748,4375.000,680,0.731
7790753,4375.000,680,0.731
7790758,4391.000,680,0.731
7790763,4391.000,680,0.731
7790768,4391.000,681,0.732
7790773,4407.000,681,0.732
7790778,4407.000,681,0.732
7790783,4407.000,681,0.732
7790788,4422.000,681,0.732
7790793,4422.000,681,0.732
7790798,4422.000,680,0.731
7790803,4438.000,681,0.732
7790808,4438.000,680,0.731
7790813,4438.000,681,0.732
7790818,4438.000,680,0.731
7790823,4453.000,680,0.731
7790828,4453.000,681,0.732
7790833,4469.000,681,0.732
7790838,4469.000,681,0.732
7790843,4500.000,681,0.732
7790848,4500.000,681,0.732
7790853,4500.000,682,0.733
7790858,4500.000,682,0.733
7790863,4500.000,682,0.733
7790868,4500.000,682,0.733
7790873,4500.000,682,0.733
7790878,4500.000,683,0.734
7790883,4516.000,683,0.734
7790888,4516.000,683,0.734
7790893,4516.000,683,0.734
7790898,4532.000,683,0.734
7790903,4532.000,683,0.734
7790908,4532.000,683,0.734
7790913,4547.000,683,0.734
7790918,4547.000,683,0.734
7790923,4547.000,683,0.734
7790928,4563.000,683,0.734
7790934,4563.000,683,0.734
7790939,4563.000,683,0.734
7790944,4578.000,683,0.734
7790949,4578.000,683,0.734
7790954,4578.000,683,0.734
7790959,4594.000,682,0.733
7790964,4594.000,683,0.734
7790969,4594.000,683,0.734
7790974,4610.000,684,0.735
7790979,4641.000,684,0.735
7790984,4641.000,684,0.735
7790989,4641.000,683,0.734
7790994,4641.000,683,0.734
7790999,4641.000,684,0.735
7791004,4641.000,684,0.735
7791009,4641.000,683,0.734
7791014,4641.000,684,0.735
7791019,4641.000,683,0.734
7791024,4657.000,684,0.735
7791029,4657.000,684,0.735
7791034,4657.000,683,0.734
7791039,4672.000,683,0.734
7791044,4672.000,683,0.734
7791049,4672.000,684,0.735
7791054,4688.000,683,0.734
