Time(ms),PCElapsed(ms),ADC,Voltage(V)
3288777,3312.000,667,0.717
3288782,3343.000,667,0.717
3288787,3375.000,667,0.717
3288792,3375.000,667,0.717
3288797,3375.000,667,0.717
3288802,3375.000,667,0.717
3288807,3375.000,667,0.717
3288812,3375.000,667,0.717
3288817,3375.000,667,0.717
3288822,3375.000,667,0.717
3288827,3375.000,667,0.717
3288832,3375.000,667,0.717
3288837,3375.000,667,0.717
3288842,3375.000,667,0.717
3288847,3390.000,668,0.718
3288852,3390.000,667,0.717
3288857,3390.000,667,0.717
3288862,3406.000,667,0.717
3288867,3406.000,667,0.717
3288872,3406.000,667,0.717
3288877,3422.000,667,0.717
3288882,3422.000,667,0.717
3288887,3422.000,667,0.717
3288892,3437.000,667,0.717
3288897,3437.000,668,0.718
3288902,3437.000,667,0.717
3288907,3468.000,667,0.717
3288912,3500.000,667,0.717
3288918,3500.000,667,0.717
3288923,3500.000,668,0.718
3288928,3500.000,667,0.717
3288933,3500.000,667,0.717
3288938,3500.000,667,0.717
3288943,3500.000,668,0.718
3288948,3500.000,669,0.719
3288953,3500.000,668,0.718
3288958,3500.000,669,0.719
3288963,3500.000,668,0.718
3288968,3500.000,668,0.718
3288973,3515.000,668,0.718
3288978,3515.000,668,0.718
3288983,3515.000,668,0.718
3288988,3531.000,667,0.717
3288993,3531.000,668,0.718
3288998,3531.000,668,0.718
3289003,3547.000,668,0.718
3289008,3547.000,668,0.718
3289013,3547.000,668,0.718
3289018,3562.000,668,0.718
3289023,3562.000,668,0.718
3289028,3593.000,668,0.718
3289033,3609.000,668,0.718
3289038,3609.000,668,0.718
3289043,3609.000,668,0.718
3289048,3609.000,669,0.719
3289053,3609.000,668,0.718
3289058,3609.000,668,0.718
3289063,3609.000,668,0.718
3289068,3609.000,668,0.718
3289073,3609.000,668,0.718
3289078,3625.000,668,0.718
3289083,3625.000,668,0.718
3289088,3625.000,668,0.718
3289093,3625.000,668,0.718
3289098,3640.000,668,0.718
3289103,3640.000,668,0.718
3289108,3640.000,668,0.718
3289113,3656.000,668,0.718
3289118,3656.000,668,0.718
3289123,3656.000,668,0.718
3289128,3672.000,668,0.718
3289133,3672.000,668,0.718
3289138,3672.000,668,0.718
3289143,3687.000,668,0.718
3289148,3687.000,668,0.718
3289153,3687.000,668,0.718
3289158,3734.000,668,0.718
3289163,3750.000,669,0.719
3289168,3750.000,668,0.718
3289174,3750.000,668,0.718
3289179,3750.000,668,0.718
3289184,3750.000,669,0.719
3289189,3750.000,668,0.718
3289194,3750.000,668,0.718
3289199,3750.000,668,0.718
3289204,3750.000,668,0.718
3289209,3750.000,668,0.718
3289214,3750.000,669,0.719
3289219,3765.000,668,0.718
3289224,3765.000,669,0.719
3289229,3765.000,669,0.719
3289234,3765.000,669,0.719
3289239,3781.000,668,0.718
3289244,3781.000,669,0.719
3289249,3781.000,668,0.718
3289254,3797.000,668,0.718
3289259,3797.000,669,0.719
3289264,3797.000,669,0.719
3289269,3812.000,668,0.718
3289274,3812.000,669,0.719
3289279,3875.000,669,0.719
3289284,3875.000,668,0.718
3289289,3875.000,669,0.719
3289294,3875.000,668,0.718
3289299,3875.000,668,0.718
3289304,3875.000,669,0.719
3289309,3875.000,669,0.719
3289314,3875.000,669,0.719
3289319,3875.000,669,0.719
3289324,3875.000,668,0.718
3289329,3875.000,669,0.719
3289334,3875.000,669,0.719
3289339,3875.000,669,0.719
3289344,3875.000,669,0.719
3289349,3890.000,669,0.719
3289354,3890.000,669,0.719
3289359,3906.000,669,0.719
3289364,3906.000,669,0.719
3289369,3906.000,669,0.719
3289374,3906.000,668,0.718
3289379,3922.000,669,0.719
3289384,3922.000,669,0.719
3289389,3922.000,669,0.719
3289394,3937.000,669,0.719
3289399,3937.000,669,0.719
3289404,3937.000,669,0.719
3289409,4000.000,669,0.719
3289414,4000.000,669,0.719
3289419,4000.000,668,0.718
3289424,4000.000,669,0.719
3289430,4000.000,669,0.719
3289435,4000.000,669,0.719
3289440,4000.000,669,0.719
3289445,4000.000,670,0.720
3289450,4000.000,669,0.719
3289455,4000.000,669,0.719
3289460,4000.000,669,0.719
3289465,4000.000,669,0.719
3289470,4015.000,670,0.720
3289475,4015.000,669,0.719
3289480,4015.000,669,0.719
3289485,4031.000,669,0.719
3289490,4031.000,669,0.719
3289495,4031.000,669,0.719
3289500,4031.000,669,0.719
3289505,4047.000,669,0.719
3289510,4047.000,669,0.719
3289515,4047.000,669,0.719
3289520,4062.000,669,0.719
3289525,4093.000,669,0.719
3289530,4093.000,669,0.719
3289535,4093.000,670,0.720
3289540,4093.000,670,0.720
3289545,4093.000,669,0.719
3289550,4093.000,669,0.719
3289555,4093.000,670,0.720
3289560,4125.000,669,0.719
3289565,4125.000,669,0.719
3289570,4125.000,669,0.719
3289575,4125.000,670,0.720
3289580,4125.000,669,0.719
3289585,4125.000,669,0.719
3289590,4125.000,669,0.719
3289595,4140.000,670,0.720
3289600,4140.000,669,0.719
3289605,4140.000,669,0.719
3289610,4156.000,669,0.719
3289615,4156.000,669,0.719
3289620,4156.000,669,0.719
3289625,4172.000,669,0.719
3289630,4172.000,669,0.719
3289635,4172.000,670,0.720
3289640,4187.000,669,0.719
3289645,4187.000,669,0.719
3289650,4187.000,669,0.719
3289655,4218.000,669,0.719
3289660,4234.000,669,0.719
3289665,4234.000,670,0.720
3289670,4234.000,670,0.720
3289675,4234.000,669,0.719
3289680,4250.000,669,0.719
3289686,4250.000,670,0.720
3289691,4250.000,669,0.719
3289696,4250.000,670,0.720
3289701,4250.000,670,0.720
3289706,4250.000,669,0.719
3289711,4250.000,670,0.720
3289716,4250.000,670,0.720
3289721,4265.000,670,0.720
3289726,4265.000,670,0.720
3289731,4265.000,669,0.719
3289736,4281.000,670,0.720
3289741,4281.000,670,0.720
3289746,4281.000,669,0.719
3289751,4297.000,670,0.720
3289756,4297.000,670,0.720
3289761,4297.000,669,0.719
3289766,4312.000,670,0.720
3289771,4312.000,670,0.720
3289776,4312.000,670,0.720
3289781,4343.000,670,0.720
3289786,4359.000,670,0.720
3289791,4359.000,670,0.720
3289796,4359.000,670,0.720
3289801,4359.000,670,0.720
3289806,4359.000,670,0.720
3289811,4359.000,670,0.720
3289816,4359.000,670,0.720
3289821,4359.000,670,0.720
3289826,4359.000,669,0.719
3289831,4375.000,670,0.720
3289836,4375.000,670,0.720
3289841,4375.000,670,0.720
3289846,4390.000,670,0.720
3289851,4390.000,670,0.720
3289856,4390.000,670,0.720
3289861,4406.000,670,0.720
3289866,4406.000,670,0.720
3289871,4406.000,670,0.720
3289876,4422.000,670,0.720
3289881,4422.000,670,0.720
3289886,4422.000,670,0.720
3289891,4437.000,670,0.720
3289896,4437.000,670,0.720
3289901,4437.000,670,0.720
3289906,4468.000,670,0.720
3289911,4484.000,670,0.720
3289916,4484.000,670,0.720
3289921,4484.000,670,0.720
3289926,4484.000,670,0.720
3289931,4484.000,670,0.720
3289936,4484.000,670,0.720
3289942,4484.000,670,0.720
3289947,4484.000,670,0.720
3289952,4484.000,671,0.722
3289957,4500.000,671,0.722
3289962,4500.000,670,0.720
3289967,4500.000,671,0.722
3289972,4515.000,671,0.722
3289977,4515.000,671,0.722
3289982,4515.000,670,0.720
3289987,4531.000,671,0.722
3289992,4531.000,671,0.722
3289997,4531.000,670,0.720
3290002,4547.000,670,0.720
3290007,4547.000,670,0.720
3290012,4547.000,671,0.722
3290017,4562.000,671,0.722
3290022,4562.000,671,0.722
3290027,4593.000,670,0.720
3290032,4609.000,671,0.722
3290037,4609.000,670,0.720
3290042,4609.000,670,0.720
3290047,4625.000,671,0.722
3290052,4625.000,671,0.722
3290057,4625.000,671,0.722
3290062,4625.000,671,0.722
3290067,4625.000,671,0.722
3290072,4625.000,671,0.722
3290077,4625.000,671,0.722
3290082,4625.000,671,0.722
3290087,4625.000,671,0.722
3290092,4625.000,672,0.723
3290097,4640.000,671,0.722
3290102,4640.000,671,0.722
3290107,4640.000,671,0.722
3290112,4656.000,671,0.722
3290117,4656.000,671,0.722
3290122,4656.000,671,0.722
3290127,4672.000,670,0.720
3290132,4672.000,670,0.720
3290137,4672.000,671,0.722
3290142,4687.000,671,0.722
3290147,4687.000,671,0.722
3290152,4687.000,671,0.722
